nid,exclude,study_id,author,text_description,source,location_id,location_id2,location_name,piv,prim_inf_var,variant,variant_b1351,symptom_severity,symptom_severity_description,severity,IHME_symptom_classification,severe_vs_all,severe,moderate,mild,asymptomatic,sex_id,age_start,age_end,age_mean,over_65,sample_size,efficacy_mean,efficacy_lower,efficacy_upper,pinf,average_time_since_infection,start_interval,end_interval,start_end_int,Period reported in the study,past_infection_evaluation,quality_rating,events_vaccine,events_control,ss_vaccine,ss_control,hiv_flag,obesity_flag,comorbidity_flag,ethnicity_flag,race_flag,dose_flag,high_risk_flag,infectious_flag,notes,extractor_id
,1,30,Pulliam J,medrix- South Africa SACEMA previous immunity infection,https://www.medrxiv.org/content/10.1101/2021.11.11.21266068v2.full.pdf,196,196,South Africa,1,Ancestral,B.1.617.2,,infection,"reinfection is positive test associated with an individual’s first identified infection
(i.e., within 90 days of a previous positive test",infection,infection,,1,1,1,1,3,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,1,30,Pulliam J,medrix- South Africa SACEMA previous immunity infection,https://www.medrxiv.org/content/10.1101/2021.11.11.21266068v2.full.pdf,196,196,South Africa,1,Ancestral,B.1.1.529,,infection,"reinfection is positive test associated with an individual’s first identified infection
(i.e., within 90 days of a previous positive test",infection,infection,,1,1,1,1,3,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,infection,SARS-CoV-2 infection of any severity for the present study,infection,infection,,1,1,1,1,3,,,,,,0.48,0.47,0.48,1,,2,12,2_12,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,infection,SARS-CoV-2 infection of any severity for the present study,infection,infection,,1,1,1,1,3,,,,,,0.96,0.95,0.96,1,,13,24,13_24,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,infection,SARS-CoV-2 infection of any severity for the present study,infection,infection,,1,1,1,1,3,,,,,,0.92,0.91,0.93,1,,25,36,25_36,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,infection,SARS-CoV-2 infection of any severity for the present study,infection,infection,,1,1,1,1,3,,,,,,0.93,0.92,0.98,1,,37,48,37_48,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,1,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,severe," inpatient hospitalisation with COVID-19 as the main diagnosis and reason for admission, traced using the National Inpatient Register and the International Classification of Disease (ICD) version 10 code U071",hosp,severe,,1,1,1,0,3,,,,,,NA ,NA,NA,1,,2,12,2_12,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,severe," inpatient hospitalisation with COVID-19 as the main diagnosis and reason for admission, traced using the National Inpatient Register and the International Classification of Disease (ICD) version 10 code U072",hosp,severe,,1,1,1,0,3,,,,,,0.89,0.86,0.91,1,,13,24,13_24,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,severe," inpatient hospitalisation with COVID-19 as the main diagnosis and reason for admission, traced using the National Inpatient Register and the International Classification of Disease (ICD) version 10 code U073",hosp,severe,,1,1,1,0,3,,,,,,0.85,0.09,0.78,1,,25,36,25_36,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,31,Nordstrom P,Lancet- previous infection immunity ,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00143-8/fulltext,93,93,Sweden,1,mixed variant,mixed variant,,severe," inpatient hospitalisation with COVID-19 as the main diagnosis and reason for admission, traced using the National Inpatient Register and the International Classification of Disease (ICD) version 10 code U074",hosp,severe,,1,1,1,0,3,,,,,,0.78,0.085,0.66,1,,37,48,37_48,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,interval end at >9 months included as 37-48.,han20
,0,32,ONS,ONS- report of reinfection probablity ,https://www.ons.gov.uk/peoplepopulationandcommunity/healthandsocialcare/conditionsanddiseases/bulletins/coronaviruscovid19infectionsurveycharacteristicsofpeopletestingpositiveforcovid19uk/25august2021,95,95,United Kingdom,1,mixed variant,mixed variant,,infection,"define reinfection as a new positive test 120 days or more after an initial first positive test which was preceded by at least one negative test, or where an individual has had a subsequent positive test following four consecutive negative tests regardless of the time since the first positive",infection,infection,,1,1,1,1,3,,,,,,0.909,0.894,0.92,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,33,Imperial College,UKHSA and NHS data for previous infection immunity against reinfection,https://www.imperial.ac.uk/news/232698/omicron-largely-evades-immunity-from-past/,95,95,United Kingdom,1,mixed variant,B.1.1.529,,infection,,infection,infection,,1,1,1,1,3,,,,,,0.19,0,0.27,0,,,,,,Confirmed infection registered in National Health System,NA,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,34,Jeffery-Smith A,Eurosurveillance- Uk previous infection immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7863231/,95,95,United Kingdom,1,Ancestral,Ancestral,,infection,"A re-infection was defined as an individual testing SARS-CoV-2 RT-PCR positive while having evidence of previous seropositivity by any assay, or a previous RT-PCR-positive result more than 90 days earlier in an individual without serological analysis (assumed to have seroconverted)",infection,infection,,1,1,1,1,3,,,,,,0.96,0.79,0.99,0,,,,,,Antibody testing and/or confirmed infection through PCR,Poor,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,35,Gallias F,France previous infection immunity,https://www.sciencedirect.com/science/article/pii/S2352396421003546,80,80,France,1,Ancestral,mixed variant,,infection,"SARS-CoV-2 infection/reinfection was documented by RT-PCR or serological testing among COVID-19 negative and positive HCW, respectively",infection,infection,,1,1,1,1,3,,,,,,0.97,0.76,0.99,0,,,,,,Antibody testing and/or confirmed infection through PCR,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,36,Krutikov M,Lancet- LTC previous infection immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8175048/,95,95,United Kingdom,1,Ancestral,mixed variant,,infection,positive pcr in people with a positive antibody test,infection,infection,,1,1,1,1,3,18,64,,,,0.61,0.18,0.81,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age start <65,han20
,0,36,Krutikov M,Lancet- LTC previous infection immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8175048/,95,95,United Kingdom,1,Ancestral,mixed variant,,infection,positive pcr in people with a positive antibody test,infection,infection,,1,1,1,1,3,65,90,,,,0.85,0.56,0.95,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=65,han20
,0,37,Harvey R,JAMA- previous infection immunity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7905701/,102,102,United States,1,Ancestral,Ancestral,,infection,positive NAAT in patients with positive antiboy testing,infection,infection,,1,1,1,1,3,,,,,,0.9,0.89,0.91,0,,,,,,Antibody testing,Poor,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,38,Maier H,CID- previous infection protection from reinfection,https://www-ncbi-nlm-nih-gov.offcampus.lib.washington.edu/pmc/articles/PMC8499752/,102,102,United States,1,mixed variant,mixed variant,,infection,"defined as seropositive participants who reported a COVID-19–related illness: (1) during the first epidemic (March–August 2020) as determined by RT-PCR results; (2) associated with a positive RT-PCR test; or (3) had an epidemiological connection; namely, someone in their household tested positive by RT-PCR",infection,infection,,1,1,1,1,3,0,96,,,,0.883,0.48,0.974,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,38,Maier H,CID- previous infection protection from reinfection,https://www-ncbi-nlm-nih-gov.offcampus.lib.washington.edu/pmc/articles/PMC8499752/,102,102,United States,1,mixed variant,mixed variant,,"Mild, Moderate + Severe","Mild cases reported loss of smell or taste or exhibited ?2 COVID-19–related manifestations. Moderate cases reported rapid or difficulty breathing, shortness of breath, chest pain or tightness in the chest, had an outpatient hospital visit, or self-reported their disease severity as moderate or severe. Severe cases were admitted to the hospital or self-reported their disease severity as very severe",Symptomatic,"Mild, Moderate + Severe",,1,1,1,1,3,0,96,,,,0.936,0.511,0.992,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,39,Chemaitelly H,medrix- Omicron sublineage protection against other omicron sublineage,https://www.medrxiv.org/content/10.1101/2022.02.24.22271440v1.full.pdf,151,151,Qatar,1,B.1.1.529.1,B.1.1.529.2,,infection,,infection,infection,,1,1,1,1,3,0,70,,,,0.949,0.884,0.978,0,,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=70.,han20
,0,39,Chemaitelly H,medrix- Omicron sublineage protection against other omicron sublineage,https://www.medrxiv.org/content/10.1101/2022.02.24.22271440v1.full.pdf,151,151,Qatar,1,B.1.1.529.2,B.1.1.529.1,,infection,,infection,infection,,1,1,1,1,3,0,70,,,,0.856,0.774,0.909,0,,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=70.,han20
,0,40,Satwik R,EJIM- India Astrazeneca Delta VE,https://www.ejinme.com/article/S0953-6205(21)00271-5/fulltext,163,163,India,1,mixed variant,B.1.617.2,,"Mild, Moderate + Severe",,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,,,,,,0.93,0.87,0.96,2,38,,,,,Unspecified,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,41,Chin E,medrix- previous infection protection,https://www.medrxiv.org/content/10.1101/2022.05.26.22275639v1.full.pdf,102,102,United States,1,mixed variant,B.1.1.529,,infection,positive real-time PCR or antigen diagnostic test for SARS-CoV-2 90 days after a previous infection,infection,infection,,1,1,1,1,3,18,55,,,,0.257,0.234,0.316,2,59,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=55.,han20
,0,41,Chin E,medrix- previous infection protection,https://www.medrxiv.org/content/10.1101/2022.05.26.22275639v1.full.pdf,102,102,United States,1,B.1.617.2,B.1.1.529,,infection,positive real-time PCR or antigen diagnostic test for SARS-CoV-2 90 days after a previous infection,infection,infection,,1,1,1,1,3,18,55,,,,0.608,0.584,0.668,2,21,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=55.,han20
,0,42,Braeye T,Vaccine- previous infection immunity against alpha and delta,https://www.sciencedirect.com/science/article/pii/S0264410X22004418?via%3Dihub,76,76,Belgium,1,mixed variant,B.1.617.2,,infection, A previous SARS-CoV2-infection was defined as having had a positive PCR or antigenic test more than 90 days prior to the date of sampling.,infection,infection,,1,1,1,1,3,0,84,,,,0.79,0.75,0.83,0,,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,42,Braeye T,Vaccine- previous infection immunity against alpha and delta,https://www.sciencedirect.com/science/article/pii/S0264410X22004418?via%3Dihub,76,76,Belgium,1,mixed variant,B.1.1.7,,infection, A previous SARS-CoV2-infection was defined as having had a positive PCR or antigenic test more than 90 days prior to the date of sampling.,infection,infection,,1,1,1,1,3,0,84,,,,0.83,0.8,0.88,0,,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,42,Braeye T,Vaccine- previous infection immunity against alpha and delta,https://www.sciencedirect.com/science/article/pii/S0264410X22004418?via%3Dihub,76,76,Belgium,1,mixed variant,B.1.617.2,,infection, A previous SARS-CoV2-infection was defined as having had a positive PCR or antigenic test more than 90 days prior to the date of sampling.,infection,infection,,1,1,1,1,3,0,84,,,,0.79,0.74,0.83,1,,0,7,0_7,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,42,Braeye T,Vaccine- previous infection immunity against alpha and delta,https://www.sciencedirect.com/science/article/pii/S0264410X22004418?via%3Dihub,76,76,Belgium,1,mixed variant,B.1.617.2,,infection, A previous SARS-CoV2-infection was defined as having had a positive PCR or antigenic test more than 90 days prior to the date of sampling.,infection,infection,,1,1,1,1,3,0,84,,,,0.64,0.61,0.66,1,,21,28,21_28,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,43,Ayoub H,medrix- previous infection immunity for alpha and beta,https://www.medrxiv.org/content/10.1101/2022.01.02.22268622v1.full.pdf,151,151,Qatar,1,mixed variant,B.1.1.7,,infection,Prior infection was defined as a PCR-confirmed infection ?90 days before a new PCR-positive test,infection,infection,,1,1,1,1,3,20,70,,,,0.97,0.936,0.986,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end >-70",han20
,0,43,Ayoub H,medrix- previous infection immunity for alpha and beta,https://www.medrxiv.org/content/10.1101/2022.01.02.22268622v1.full.pdf,151,151,Qatar,1,mixed variant,B.1.351,,infection,Prior infection was defined as a PCR-confirmed infection ?90 days before a new PCR-positive test,infection,infection,,1,1,1,1,3,20,70,,,,0.855,0.824,0.881,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end >-70",han20
,0,44,Chemaitelly H,NEJM- previous infection protection for Alpha and Beta,https://www.nejm.org/doi/10.1056/NEJMc2110300?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,151,151,Qatar,1,mixed variant,B.1.1.7,,infection,Prior infection was defined as a PCR-confirmed infection ?90 days before a new PCR-positive test,infection,infection,,1,1,1,1,3,20,70,,,,0.964,0.921,0.983,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end >-70",han20
,0,44,Chemaitelly H,NEJM- previous infection protection for Alpha and Beta,https://www.nejm.org/doi/10.1056/NEJMc2110300?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,151,151,Qatar,1,mixed variant,B.1.351,,infection,Prior infection was defined as a PCR-confirmed infection ?90 days before a new PCR-positive test,infection,infection,,1,1,1,1,3,20,70,,,,0.864,0.825,0.895,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end >-70",han20
,0,45,Petras M,Pfizer VE Czech cohort study 8 months follow up,https://www.mdpi.com/2076-393X/10/1/9/htm#app1-vaccines-10-00009,47,47,Czechia,1,mixed variant,mixed variant,,infection,all PCR-confirmed COVID-19 infection after 90 days of previous infection,infection,infection,,1,1,1,1,3,30,60,,,,0.925,0.765,0.976,0,,,,,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <30, Age end >60",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,NA,NA,NA,1,,4,7,4_7,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,NA,NA,NA,1,,8,11,8_11,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.42,-0.47,0.77,1,,12,23,12_23,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.39,0,0.63,1,,24,51,24_51,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.42,0.17,0.6,1,,52,64,52_64,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,B.1.1.529.1,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.82,0.49,0.94,1,,4,7,4_7,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,B.1.1.529.1,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.76,0.63,0.85,1,,8,11,8_11,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,B.1.1.529.1,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,0.7,0.61,0.77,1,,12,23,12_23,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,B.1.1.529.1,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,NA,NA,NA,1,,24,51,24_51,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,46,Carazo S,medrix- previous omicron or non omicron infection protection against omicron reinfection,https://www.medrxiv.org/content/10.1101/2022.06.23.22276824v1.full.pdf,101,101,Canada,1,B.1.1.529.1,B.1.1.529.2,,infection,any SARS-CoV-2 infection or symptomatic infections only (identified by specified testing indication) confirmed by NAAT during the study period determined by Omicron BA.2 subvariant dominance when 86% (60% to 93%) of viruses from sentinel laboratories characterized by sequencing were BA.2,infection,infection,,1,1,1,1,3,18,60,,,,NA,NA,NA,1,,52,64,52_64,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 60, study peroid ended >12 months included as 52-64 for sake of the analysis",han20
,0,47,Waxman J,nature- booster dose and infection induced immunity comparison,https://www.nature.com/articles/s41467-022-29858-5#Abs1,85,85,Israel,1,mixed variant,B.1.617.2,,severe,,hosp,severe,,1,0,0,0,3,16,65,,,,0.66,0.5,0.77,0,,,,,,Confirmed infection registered in National Health System,,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=65,han20
