study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,12,49,0.96,0.74,0.99,0,0,,15,19,severe,17,17,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.86
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,12,49,0.68,-0.3,0.92,0,0,,20,24,severe,22,22,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.58
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.97,0.95,0.98,0,0,,0,4,severe,2,2,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.87
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.95,0.93,0.96,0,0,,5,9,severe,7,7,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.85
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.93,0.91,0.95,0,0,,10,14,severe,12,12,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.83
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.92,0.88,0.94,0,0,,15,19,severe,17,17,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.82
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.89,0.78,0.95,0,0,,20,24,severe,22,22,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.79
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,50,69,0.84,-0.16,0.98,0,0,,25,29,severe,27,27,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.74
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,70,99,0.77,0.58,0.87,0,0,,0,4,severe,2,2,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.67
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,70,99,0.8,0.61,0.9,0,0,,5,9,severe,7,7,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.7
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,70,99,0.74,0.58,0.84,0,0,,10,14,severe,12,12,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.64
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,70,99,0.62,0.07,0.84,0,0,,15,19,severe,17,17,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.52
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.99,0.95,0.99,0,0,,0,4,severe,2,2,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.99,0.95,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.99,0.91,0.99,0,0,,10,14,severe,12,12,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.94,0.57,0.99,0,0,,15,19,severe,17,17,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.84
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.86,0.01,0.98,0,0,,20,24,severe,22,22,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.76
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Moderna,B.1.617.2,Severe,hosp,,12,49,0.79,-0.5,0.97,0,0,,25,29,severe,27,27,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.69
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.97,0.94,0.99,0,0,,0,4,severe,2,2,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.87
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.97,0.93,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.87
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.98,0.95,0.99,0,0,,10,14,severe,12,12,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.88
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.88,0.72,0.95,0,0,,15,19,severe,17,17,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.78
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.95,0.65,0.99,0,0,,20,24,severe,22,22,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.85
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Moderna,B.1.617.2,Severe,hosp,,50,69,0.85,0.39,0.96,0,0,,25,29,severe,27,27,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.75
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Moderna,B.1.617.2,Severe,hosp,,70,99,0.85,0.54,0.95,0,0,,10,14,severe,12,12,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.75
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Moderna,B.1.617.2,Severe,hosp,,70,99,0.94,0.77,0.99,0,0,,15,19,severe,17,17,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.84
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Moderna,B.1.617.2,Severe,hosp,,70,99,0.88,0.68,0.96,0,0,,20,24,severe,22,22,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.78
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Moderna,B.1.617.2,Severe,hosp,,70,99,0.95,0.82,0.99,0,0,,25,29,severe,27,27,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.85
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,12,49,0.93,0.84,0.97,0,0,,0,4,severe,2,2,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.83
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,12,49,0.96,0.89,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.86
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,12,49,0.93,0.82,0.97,0,0,,10,14,severe,12,12,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.83
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,12,49,0.91,0.64,0.98,0,0,,15,19,severe,17,17,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.81
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,69,0.87,0.79,0.92,0,0,,0,4,severe,2,2,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.77
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,69,0.96,0.92,0.98,0,0,,5,9,severe,7,7,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.86
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,69,0.95,0.89,0.97,0,0,,10,14,severe,12,12,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.85
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,69,0.98,0.91,0.99,0,0,,15,19,severe,17,17,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.88
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.81,0.68,0.89,0,0,,2,10,infection,6,6,520&UK delta&B.1.617.2&infection&25&65,0.71
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.65,0.56,0.73,0,0,,11,19,infection,15,15,520&UK delta&B.1.617.2&infection&25&65,0.55
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.67,0.58,0.75,0,0,,20,27,infection,23.5,23.5,520&UK delta&B.1.617.2&infection&25&65,0.57
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.43,0.17,0.61,0,0,,28,35,infection,31.5,31.5,520&UK delta&B.1.617.2&infection&25&65,0.33
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.85,0.71,0.92,0,0,,2,10,infection,6,6,520&UK delta&B.1.617.2&infection&25&65,0.75
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.72,0.42,0.86,0,0,,11,19,infection,15,15,520&UK delta&B.1.617.2&infection&25&65,0.62
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.55,0.37,0.67,0,0,,20,27,infection,23.5,23.5,520&UK delta&B.1.617.2&infection&25&65,0.45
520,Hall V,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,25,65,0.58,0.4,0.71,0,0,,28,35,infection,31.5,31.5,520&UK delta&B.1.617.2&infection&25&65,0.48
520,Hall V,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,infection,infection,,25,65,0.49,0.16,0.69,0,0,,2,10,infection,6,6,520&UK delta&B.1.617.2&infection&25&65,0.39
520,Hall V,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,infection,infection,,25,65,0.47,0.26,0.63,0,0,,11,19,infection,15,15,520&UK delta&B.1.617.2&infection&25&65,0.37
520,Hall V,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,infection,infection,,25,65,0.51,0.18,0.71,0,0,,20,27,infection,23.5,23.5,520&UK delta&B.1.617.2&infection&25&65,0.41
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.758,0.746,0.77,0,0,,0,4,infection,2,2,521&Qatar delta&B.1.617.2&infection&20&70,0.658
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.697,0.674,0.718,0,0,,5,8,infection,6.5,6.5,521&Qatar delta&B.1.617.2&infection&20&70,0.597
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.637,0.599,0.671,0,0,,9,12,infection,10.5,10.5,521&Qatar delta&B.1.617.2&infection&20&70,0.537
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.391,0.299,0.47,0,0,,13,16,infection,14.5,14.5,521&Qatar delta&B.1.617.2&infection&20&70,0.291
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.114,-0.035,0.241,0,0,,17,20,infection,18.5,18.5,521&Qatar delta&B.1.617.2&infection&20&70,0.014
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,infection,infection,,20,70,0.092,-0.091,0.245,0,0,,21,24,infection,22.5,22.5,521&Qatar delta&B.1.617.2&infection&20&70,-0.00800000000000001
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.815,0.799,0.83,0,0,,0,4,symptomatic,2,2,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.715
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.725,0.696,0.751,0,0,,5,8,symptomatic,6.5,6.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.625
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.706,0.664,0.743,0,0,,9,12,symptomatic,10.5,10.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.606
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.57,0.486,0.64,0,0,,13,16,symptomatic,14.5,14.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.47
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.12,-0.061,0.271,0,0,,17,20,symptomatic,18.5,18.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.02
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.128,-0.091,0.303,0,0,,21,24,symptomatic,22.5,22.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.028
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,20,70,0.278,-0.014,0.487,0,0,,25,32,symptomatic,28.5,28.5,521&Qatar delta&B.1.617.2&symptomatic&20&70,0.178
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.959,0.936,0.973,0,0,,0,4,severe,2,2,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.859
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.963,0.929,0.98,0,0,,5,8,severe,6.5,6.5,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.863
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.934,0.875,0.965,0,0,,9,12,severe,10.5,10.5,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.834
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.808,0.569,0.914,0,0,,13,16,severe,14.5,14.5,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.708
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.818,0.185,0.959,0,0,,21,24,severe,22.5,22.5,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.718
521,Chemaitelly H,0,151,151,Qatar,Qatar delta,"",Moderna,B.1.617.2,severe,hosp&death,,20,70,0.441,-0.865,0.833,0,0,,25,32,severe,28.5,28.5,521&Qatar delta&B.1.617.2&hosp&death&20&70,0.341
522,Powell A,0,95,95,United Kingdom,UK 3 delta 12-15,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,12,15,0.932,0.815,0.975,0,0,,1,2,symptomatic,1.5,1.5,522&UK 3 delta 12-15&B.1.617.2&symptomatic&12&15,0.832
522,Powell A,0,95,95,United Kingdom,UK 3 delta 12-15,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,12,15,0.872,0.737,0.938,0,0,,2,15,symptomatic,8.5,8.5,522&UK 3 delta 12-15&B.1.617.2&symptomatic&12&15,0.772
522,Powell A,0,95,95,United Kingdom,UK 3 delta 16-17,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,17,0.931,0.916,0.944,0,0,,1,2,symptomatic,1.5,1.5,522&UK 3 delta 16-17&B.1.617.2&symptomatic&16&17,0.831
522,Powell A,0,95,95,United Kingdom,UK 3 delta 16-17,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,17,0.961,0.952,0.968,0,0,,3,4,symptomatic,3.5,3.5,522&UK 3 delta 16-17&B.1.617.2&symptomatic&16&17,0.861
522,Powell A,0,95,95,United Kingdom,UK 3 delta 16-17,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,17,0.915,0.899,0.93,0,0,,5,10,symptomatic,7.5,7.5,522&UK 3 delta 16-17&B.1.617.2&symptomatic&16&17,0.815
522,Powell A,0,95,95,United Kingdom,UK 3 delta 16-17,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,17,0.837,0.72,0.905,0,0,,11,15,symptomatic,13,13,522&UK 3 delta 16-17&B.1.617.2&symptomatic&16&17,0.737
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.867,0.846,0.886,0,0,,0,4,infection,2,2,523&Denmark Delta&B.1.617.2&infection&12&85,0.767
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.809,0.79,0.826,0,0,,5,8,infection,6.5,6.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.709
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.728,0.717,0.738,0,0,,9,12,infection,10.5,10.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.628
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Pfizer & BioNTech,B.1.617.2,infection,infection,,12,85,0.538,0.529,0.546,0,0,,13,16,infection,14.5,14.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.438
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Moderna,B.1.617.2,infection,infection,,12,85,0.882,0.831,0.918,0,0,,0,4,infection,2,2,523&Denmark Delta&B.1.617.2&infection&12&85,0.782
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Moderna,B.1.617.2,infection,infection,,12,85,0.815,0.777,0.846,0,0,,5,8,infection,6.5,6.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.715
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Moderna,B.1.617.2,infection,infection,,12,85,0.722,0.704,0.74,0,0,,9,12,infection,10.5,10.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.622
523,Hansen C,0,78,78,Denmark,Denmark Delta,"",Moderna,B.1.617.2,infection,infection,,12,85,0.65,0.636,0.663,0,0,,13,16,infection,14.5,14.5,523&Denmark Delta&B.1.617.2&infection&12&85,0.55
1003,Florea A,0,102,102,United States,US delta,"",Moderna,B.1.617.2,infection,infection,,18,75,0.88,0.868,0.891,0,0,,0,8,infection,4,4,1003&US delta&B.1.617.2&infection&18&75,0.78
1003,Florea A,0,102,102,United States,US delta,"",Moderna,B.1.617.2,infection,infection,,18,75,0.845,0.838,0.852,0,0,,9,16,infection,12.5,12.5,1003&US delta&B.1.617.2&infection&18&75,0.745
1003,Florea A,0,102,102,United States,US delta,"",Moderna,B.1.617.2,infection,infection,,18,75,0.77,0.757,0.782,0,0,,17,24,infection,20.5,20.5,1003&US delta&B.1.617.2&infection&18&75,0.67
1003,Florea A,0,102,102,United States,US delta,"",Moderna,B.1.617.2,infection,infection,,18,75,0.755,0.704,0.797,0,0,,25,32,infection,28.5,28.5,1003&US delta&B.1.617.2&infection&18&75,0.655
1003,Florea A,0,102,102,United States,US delta hosp,"",Moderna,B.1.617.2,severe,hosp,,18,75,0.959,0.935,0.974,0,0,,0,8,severe,4,4,1003&US delta hosp&B.1.617.2&hosp&18&75,0.859
1003,Florea A,0,102,102,United States,US delta hosp,"",Moderna,B.1.617.2,severe,hosp,,18,75,0.974,0.966,0.98,0,0,,9,16,severe,12.5,12.5,1003&US delta hosp&B.1.617.2&hosp&18&75,0.874
1003,Florea A,0,102,102,United States,US delta hosp,"",Moderna,B.1.617.2,severe,hosp,,18,75,0.948,0.936,0.957,0,0,,17,24,severe,20.5,20.5,1003&US delta hosp&B.1.617.2&hosp&18&75,0.848
1003,Florea A,0,102,102,United States,US delta hosp,"",Moderna,B.1.617.2,severe,hosp,,18,75,0.945,0.909,0.967,0,0,,25,32,severe,28.5,28.5,1003&US delta hosp&B.1.617.2&hosp&18&75,0.845
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.945,0.905,0.969,0,0,,2,4,symptomatic,3,3,525&UK delta&B.1.617.2&symptomatic&18&80,0.845
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.918,0.896,0.936,0,0,,5,9,symptomatic,7,7,525&UK delta&B.1.617.2&symptomatic&18&80,0.818
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.841,0.827,0.853,0,0,,10,14,symptomatic,12,12,525&UK delta&B.1.617.2&symptomatic&18&80,0.741
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.828,0.818,0.837,0,0,,15,19,symptomatic,17,17,525&UK delta&B.1.617.2&symptomatic&18&80,0.728
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.762,0.747,0.777,0,0,,20,24,symptomatic,22,22,525&UK delta&B.1.617.2&symptomatic&18&80,0.662
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Moderna,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,18,80,0.804,0.673,0.882,0,0,,25,29,symptomatic,27,27,525&UK delta&B.1.617.2&symptomatic&18&80,0.704
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.909,0.896,0.92,0,0,,2,4,symptomatic,3,3,525&UK delta&B.1.617.2&symptomatic&16&80,0.809
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.855,0.845,0.865,0,0,,5,9,symptomatic,7,7,525&UK delta&B.1.617.2&symptomatic&16&80,0.755
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.787,0.78,0.794,0,0,,10,14,symptomatic,12,12,525&UK delta&B.1.617.2&symptomatic&16&80,0.687
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.744,0.738,0.749,0,0,,15,19,symptomatic,17,17,525&UK delta&B.1.617.2&symptomatic&16&80,0.644
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.674,0.665,0.682,0,0,,20,24,symptomatic,22,22,525&UK delta&B.1.617.2&symptomatic&16&80,0.574
525,UK HSA,0,95,95,United Kingdom,UK delta,"",Pfizer & BioNTech,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.627,0.616,0.637,0,0,,25,29,symptomatic,27,27,525&UK delta&B.1.617.2&symptomatic&16&80,0.527
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.828,0.745,0.884,0,0,,2,4,symptomatic,3,3,525&UK delta&B.1.617.2&symptomatic&16&80,0.728
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.765,0.703,0.815,0,0,,5,9,symptomatic,7,7,525&UK delta&B.1.617.2&symptomatic&16&80,0.665
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.692,0.647,0.731,0,0,,10,14,symptomatic,12,12,525&UK delta&B.1.617.2&symptomatic&16&80,0.592
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.536,0.516,0.555,0,0,,15,19,symptomatic,17,17,525&UK delta&B.1.617.2&symptomatic&16&80,0.436
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.474,0.462,0.485,0,0,,20,24,symptomatic,22,22,525&UK delta&B.1.617.2&symptomatic&16&80,0.374
525,UK HSA,0,95,95,United Kingdom,UK delta,"",AstraZeneca,B.1.617.2,"Mild, Moderate + Severe",symptomatic,,16,80,0.435,0.424,0.445,0,0,,25,29,symptomatic,27,27,525&UK delta&B.1.617.2&symptomatic&16&80,0.335
525,UK HSA,0,95,95,United Kingdom,UK delta hosp,"",Pfizer & BioNTech,B.1.617.2,severe,hosp,,16,80,0.94,0.82,0.98,0,0,,2,4,severe,3,3,525&UK delta hosp&B.1.617.2&hosp&16&80,0.84
525,UK HSA,0,95,95,United Kingdom,UK delta hosp,"",Pfizer & BioNTech,B.1.617.2,severe,hosp,,16,80,0.99,0.95,0.99,0,0,,5,9,severe,7,7,525&UK delta hosp&B.1.617.2&hosp&16&80,0.89
