location_id,national_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam
44929,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44930,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44931,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44932,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44933,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44934,63,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44935,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44936,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44937,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44938,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44939,63,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44940,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44941,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44942,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44943,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44944,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44945,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44946,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44947,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44948,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44949,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44950,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44951,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44952,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44953,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44954,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44955,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44956,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44957,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44958,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44959,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44960,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44961,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44962,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44963,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44964,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44965,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44966,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44967,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44968,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44969,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44970,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44971,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44972,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44973,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44974,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44975,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44976,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44977,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44978,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44979,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44980,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44981,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44982,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44983,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44984,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44985,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44986,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44987,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
50559,63,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53432,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53533,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53534,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53535,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53536,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53537,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53538,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53539,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53540,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53541,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53542,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53543,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53544,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53545,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53546,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53547,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53548,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53549,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53550,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53551,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53552,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53553,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53554,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53555,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53556,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53557,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53558,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53559,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53560,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53561,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53562,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53563,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53564,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53565,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53566,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53567,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53568,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53569,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53570,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53571,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53572,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53573,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53574,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53575,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53576,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53577,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53578,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53579,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53580,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53581,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53582,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53583,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53584,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53585,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53586,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53587,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53588,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53589,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53590,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53591,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53592,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53593,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53594,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53595,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53596,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53597,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53598,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53599,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53600,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53601,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53602,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53603,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53604,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53605,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53606,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53607,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53608,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53609,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53610,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53611,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53612,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53613,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53614,16,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53615,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53616,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53617,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53618,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53619,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53620,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53621,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53660,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53661,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53662,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53663,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53664,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53665,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53666,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53667,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53668,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53669,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53670,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53671,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53672,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53673,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53674,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
53675,51,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60132,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60133,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60134,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60135,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60136,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60137,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
60908,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
94364,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
95069,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
